culture,concept,emotion,count,bucket
en,building entrance,excitement,1,1-4
en,building exterior,contentment,1,1-4
en,building facade,amusement,1,1-4
en,building facade,awe,1,1-4
en,building facade,fear,1,1-4
en,building in background,amusement,1,1-4
en,building in background,sadness,1,1-4
en,building plan,contentment,1,1-4
en,building roof,contentment,1,1-4
en,building with red roof,awe,1,1-4
en,building with red roof,excitement,1,1-4
en,buildings,anger,1,1-4
en,buildings in background,contentment,1,1-4
en,buildings with sloped roofs,fear,1,1-4
en,bulbous shapes,awe,1,1-4
en,bull,amusement,1,1-4
en,bull,awe,1,1-4
en,bull,disgust,1,1-4
en,bull,fear,1,1-4
en,bull,sadness,1,1-4
en,bull head,disgust,1,1-4
en,bull heads,awe,1,1-4
en,bulldog,contentment,1,1-4
en,bullfighting attire,amusement,1,1-4
en,bulls,awe,1,1-4
en,bullseye target,contentment,1,1-4
en,bunch of grapes,sadness,1,1-4
en,bundle,contentment,1,1-4
en,bundle,sadness,1,1-4
en,bundle of twigs,sadness,1,1-4
en,bundle of wood,contentment,1,1-4
en,buoy,contentment,1,1-4
en,burgundy red,contentment,1,1-4
en,burial scene,sadness,1,1-4
en,burning candle,disgust,1,1-4
en,burning cityscape,fear,1,1-4
en,burning ship,fear,1,1-4
en,burning torch,fear,1,1-4
en,burnt orange,awe,1,1-4
en,burnt sienna,awe,1,1-4
en,bush,contentment,1,1-4
en,bush clover,contentment,1,1-4
en,bust portrait,contentment,1,1-4
en,bust portrait,sadness,1,1-4
en,bust-length portrait,amusement,1,1-4
en,bust-length portrait,fear,1,1-4
en,bust-length portraits,contentment,1,1-4
en,bust-length view,awe,1,1-4
en,bust-length view,sadness,1,1-4
en,bustling harbor,awe,1,1-4
en,bustling marketplace,awe,1,1-4
en,busy composition,amusement,1,1-4
en,busy composition,awe,1,1-4
en,butcher,disgust,1,1-4
en,butcher shop,disgust,1,1-4
en,butchered meat,disgust,1,1-4
en,butter pot,amusement,1,1-4
en,butterflies,amusement,1,1-4
en,butterflies,excitement,1,1-4
en,butterflies,fear,1,1-4
en,butterflies,sadness,1,1-4
en,butterfly,excitement,1,1-4
en,butterfly,sadness,1,1-4
en,butterfly,something else,1,1-4
en,butterfly monogram,excitement,1,1-4
en,butterfly motif,amusement,1,1-4
en,butterfly pattern,contentment,1,1-4
en,butterfly pattern,fear,1,1-4
en,button,contentment,1,1-4
en,buttons,fear,1,1-4
en,buttons,something else,1,1-4
en,by a log cabin wall,sadness,1,1-4
en,by a window,something else,1,1-4
en,by the water,awe,1,1-4
en,by the window,amusement,1,1-4
en,byobu,excitement,1,1-4
en,byobu,fear,1,1-4
en,byobu folding screen,contentment,1,1-4
en,byobu screen format,awe,1,1-4
en,bystanders,fear,1,1-4
en,byzantine architectural style,contentment,1,1-4
en,byzantine iconographic style,awe,1,1-4
en,byzantine style icon,excitement,1,1-4
en,byzantine-style figures,awe,1,1-4
en,byzantine-style icon,contentment,1,1-4
en,byzantine-style icons,sadness,1,1-4
en,cabbage,contentment,1,1-4
en,cabbage,something else,1,1-4
en,cabinet,awe,1,1-4
en,cabinet,sadness,1,1-4
en,cacti,excitement,1,1-4
en,caduceus,awe,1,1-4
en,cafe exterior,excitement,1,1-4
en,cafe scene,amusement,1,1-4
en,cafe setting,amusement,1,1-4
en,cafe setting,sadness,1,1-4
en,cafe table,contentment,1,1-4
en,cage,sadness,1,1-4
en,cages,excitement,1,1-4
en,cake,amusement,1,1-4
en,cake,contentment,1,1-4
en,cake slice,excitement,1,1-4
en,cakes,contentment,1,1-4
en,calico cats,contentment,1,1-4
en,calligraphic brushstrokes,awe,1,1-4
en,calligraphic brushstrokes,disgust,1,1-4
en,calligraphic brushwork,awe,1,1-4
en,calligraphic brushwork,disgust,1,1-4
en,calligraphic inscription,awe,1,1-4
en,calligraphic inscriptions,excitement,1,1-4
en,calligraphic inscriptions at the top,awe,1,1-4
en,calligraphic seals,contentment,1,1-4
en,calligraphic seals,excitement,1,1-4
en,calligraphic signature,amusement,1,1-4
en,calligraphic signature,awe,1,1-4
en,calligraphic signature,contentment,1,1-4
en,calligraphic signature,fear,1,1-4
en,calligraphic strokes,fear,1,1-4
en,calligraphic text integration,contentment,1,1-4
en,calligraphy and painting,contentment,1,1-4
en,calligraphy and painting combination,fear,1,1-4
en,calligraphy and painting combined,something else,1,1-4
en,calligraphy and seal placement,contentment,1,1-4
en,calligraphy and seals,contentment,1,1-4
en,calligraphy at the bottom,contentment,1,1-4
en,calligraphy at the top,fear,1,1-4
en,calligraphy banner,fear,1,1-4
en,calligraphy banners,fear,1,1-4
en,calligraphy cartouche,disgust,1,1-4
en,calligraphy cartouche,something else,1,1-4
en,calligraphy cartouches,awe,1,1-4
en,calligraphy cartouches,contentment,1,1-4
en,calligraphy characters,amusement,1,1-4
en,calligraphy characters,fear,1,1-4
en,calligraphy column,awe,1,1-4
en,calligraphy inscription,excitement,1,1-4
en,calligraphy inscription at the top,awe,1,1-4
en,calligraphy inscription at the top,contentment,1,1-4
en,calligraphy inscription at the top left,contentment,1,1-4
en,calligraphy inscriptions,disgust,1,1-4
en,calligraphy inscriptions,fear,1,1-4
en,calligraphy integrated with illustration,fear,1,1-4
en,calligraphy integrated with image,awe,1,1-4
en,calligraphy integrated with image,contentment,1,1-4
en,calligraphy integrated with imagery,contentment,1,1-4
en,calligraphy integration,awe,1,1-4
en,calligraphy on the left,awe,1,1-4
en,calligraphy on top,contentment,1,1-4
en,calligraphy panel,awe,1,1-4
en,calligraphy panels,amusement,1,1-4
en,calligraphy panels,sadness,1,1-4
en,calligraphy scroll,fear,1,1-4
en,calligraphy seal,contentment,1,1-4
en,calligraphy seal,excitement,1,1-4
en,calligraphy seals,fear,1,1-4
en,calligraphy signature,excitement,1,1-4
en,calligraphy stamp,contentment,1,1-4
en,calligraphy strokes,contentment,1,1-4
en,calligraphy text,something else,1,1-4
en,calligraphy text block,excitement,1,1-4
en,calligraphy text block,fear,1,1-4
en,calligraphy text blocks,disgust,1,1-4
en,calligraphy text box,fear,1,1-4
en,calligraphy text columns,fear,1,1-4
en,calligraphy text columns,sadness,1,1-4
en,calligraphy text panels,contentment,1,1-4
en,calligraphy-style details,awe,1,1-4
en,calm sea,awe,1,1-4
en,camellia,contentment,1,1-4
en,camellia blossoms,awe,1,1-4
en,camellia branch,contentment,1,1-4
en,camellia flowers,contentment,1,1-4
en,camellia flowers,excitement,1,1-4
en,camellia leaves,contentment,1,1-4
en,camellia tree,awe,1,1-4
en,camellias,excitement,1,1-4
en,camels,contentment,1,1-4
en,camels,sadness,1,1-4
en,cameo brooch,sadness,1,1-4
en,camisole,contentment,1,1-4
en,campfire,awe,1,1-4
en,campfire,contentment,1,1-4
en,campfire,sadness,1,1-4
en,campground,contentment,1,1-4
en,campground,something else,1,1-4
en,campion flowers,sadness,1,1-4
en,campsite,awe,1,1-4
en,canal,sadness,1,1-4
en,canal landscape,awe,1,1-4
en,canal scene,awe,1,1-4
en,canal-side street,awe,1,1-4
en,canary yellow,excitement,1,1-4
en,candelabra,amusement,1,1-4
en,candelabra,awe,1,1-4
en,candelabra,contentment,1,1-4
en,candelabra,fear,1,1-4
en,candle,amusement,1,1-4
en,candle,awe,1,1-4
en,candle,fear,1,1-4
en,candle flame,disgust,1,1-4
en,candle flame,something else,1,1-4
en,candle holder,awe,1,1-4
en,candle holder,fear,1,1-4
en,candle holder,sadness,1,1-4
en,candle on stand,amusement,1,1-4
en,candlelight illumination,fear,1,1-4
en,candles,excitement,1,1-4
en,candlestick,sadness,1,1-4
en,candlesticks,contentment,1,1-4
en,cane,amusement,1,1-4
en,cane,awe,1,1-4
en,cane,sadness,1,1-4
en,canister,amusement,1,1-4
en,cannon,contentment,1,1-4
en,canoes,contentment,1,1-4
en,canopied beds,contentment,1,1-4
en,canopied boat,awe,1,1-4
en,canopies,awe,1,1-4
en,canopies,contentment,1,1-4
en,canopies,excitement,1,1-4
en,canopy,disgust,1,1-4
en,canopy bed,awe,1,1-4
en,canopy bed,sadness,1,1-4
en,canopy ceiling,sadness,1,1-4
en,canopy curtains,awe,1,1-4
en,canopy structure,something else,1,1-4
en,canteen,contentment,1,1-4
en,canvas,amusement,1,1-4
en,canvas,sadness,1,1-4
en,canvas bag,disgust,1,1-4
en,canvas painting,contentment,1,1-4
en,canvas texture,something else,1,1-4
en,canvases,amusement,1,1-4
en,canvases,awe,1,1-4
en,canyon,fear,1,1-4
en,canyon view,awe,1,1-4
en,caparison,awe,1,1-4
en,cape,sadness,1,1-4
en,capriccio,sadness,1,1-4
en,caps with stars,amusement,1,1-4
en,car emblem,excitement,1,1-4
en,car race,excitement,1,1-4
en,caravan,awe,1,1-4
en,carcasses,disgust,1,1-4
en,cardboard mount,contentment,1,1-4
en,cardboard mount,something else,1,1-4
en,cardinal,amusement,1,1-4
en,cardinal hat,fear,1,1-4
en,cardinal hat,sadness,1,1-4
en,cardinal s hat,amusement,1,1-4
en,cards,amusement,1,1-4
en,cargo,excitement,1,1-4
en,cargo crates,excitement,1,1-4
en,caricature,excitement,1,1-4
en,caricature,sadness,1,1-4
en,caricature style,fear,1,1-4
en,caricatures,something else,1,1-4
en,carnation,awe,1,1-4
en,carnations,amusement,1,1-4
en,carnations,awe,1,1-4
en,carousel,amusement,1,1-4
en,carousel,awe,1,1-4
en,carousel horse,amusement,1,1-4
en,carousel horses,excitement,1,1-4
en,carp,amusement,1,1-4
en,carpentry workshop,sadness,1,1-4
en,carpet,sadness,1,1-4
en,carpeted floor,amusement,1,1-4
en,carpets,awe,1,1-4
en,carpets,fear,1,1-4
en,carriage,excitement,1,1-4
en,carriage interior,sadness,1,1-4
en,carriage ride,contentment,1,1-4
en,carriage wheel,amusement,1,1-4
en,carrot,contentment,1,1-4
en,carrying a spade,sadness,1,1-4
en,carrying poles,sadness,1,1-4
en,cars,awe,1,1-4
en,cars,contentment,1,1-4
en,cars,excitement,1,1-4
en,cart,amusement,1,1-4
en,cart,excitement,1,1-4
en,cart,fear,1,1-4
en,cartographic wall map,contentment,1,1-4
en,cartoon illustration,amusement,1,1-4
en,cartouche,excitement,1,1-4
en,cartouche,sadness,1,1-4
en,cartouches,excitement,1,1-4
en,cartridges on chest,fear,1,1-4
en,carts,contentment,1,1-4
en,carts,disgust,1,1-4
en,carved animal head motif,contentment,1,1-4
en,carved brackets,awe,1,1-4
en,carved doorway,fear,1,1-4
en,carved inscriptions,fear,1,1-4
en,carved leaf garland,contentment,1,1-4
en,carved lines,fear,1,1-4
en,carved marble,awe,1,1-4
en,carved marble relief,amusement,1,1-4
en,carved medallions,awe,1,1-4
en,carved patterns,sadness,1,1-4
en,carved pillar,amusement,1,1-4
en,carved pillars,fear,1,1-4
en,carved relief,awe,1,1-4
en,carved relief,sadness,1,1-4
en,carved relief details,awe,1,1-4
en,carved ship prow,awe,1,1-4
en,carved soundhole rosette,amusement,1,1-4
en,carved spire,awe,1,1-4
en,carved stone,something else,1,1-4
en,carved stone deity figure,contentment,1,1-4
en,carved stone facade,awe,1,1-4
en,carved stone monument,sadness,1,1-4
en,carved stone relief,sadness,1,1-4
en,carved stone reliefs,awe,1,1-4
en,carved stone reliefs,fear,1,1-4
en,carved stone scrollwork,awe,1,1-4
en,carved stone statue,contentment,1,1-4
en,carved stone texture,awe,1,1-4
en,carved stone walls,contentment,1,1-4
en,carved textures,sadness,1,1-4
en,carved wood,awe,1,1-4
en,carved wood,sadness,1,1-4
en,carved wood pattern,contentment,1,1-4
en,carved wooden arches,excitement,1,1-4
en,carved wooden architecture,something else,1,1-4
en,carved wooden balustrade patterns,contentment,1,1-4
en,carved wooden beam,contentment,1,1-4
en,carved wooden beam patterns,contentment,1,1-4
en,carved wooden chair,awe,1,1-4
en,carved wooden column motif,amusement,1,1-4
en,carved wooden figure,awe,1,1-4
en,carved wooden figures,contentment,1,1-4
en,carved wooden pillar,amusement,1,1-4
en,carved wooden throne,awe,1,1-4
en,carved wooden trim,contentment,1,1-4
en,carved woodwork,awe,1,1-4
en,caryatids,awe,1,1-4
en,casino or gaming room,amusement,1,1-4
en,cask,contentment,1,1-4
en,cast shadows,awe,1,1-4
en,castle,fear,1,1-4
en,castle courtyard,awe,1,1-4
en,castle grounds,amusement,1,1-4
en,castle grounds,anger,1,1-4
en,castle grounds,contentment,1,1-4
en,castle interior,awe,1,1-4
en,castle on hill,sadness,1,1-4
en,castle tower,contentment,1,1-4
en,castle towers,awe,1,1-4
en,castle wall,anger,1,1-4
en,castle with spires,contentment,1,1-4
en,castles on cliffs,fear,1,1-4
en,cat,awe,1,1-4
en,cat,fear,1,1-4
en,cat pattern,fear,1,1-4
en,caterpillar,contentment,1,1-4
en,catfish,contentment,1,1-4
en,cathedral,something else,1,1-4
en,cathedral ceiling,awe,1,1-4
en,cathedral dome,contentment,1,1-4
en,cathedral exterior,sadness,1,1-4
en,cathedral exterior,something else,1,1-4
en,cathedral facade,sadness,1,1-4
en,cathedral grounds,awe,1,1-4
en,cathedral interior,fear,1,1-4
en,cathedral interior,sadness,1,1-4
en,cathedral plaza,awe,1,1-4
en,cathedral sanctuary,awe,1,1-4
en,cathedral spire,contentment,1,1-4
en,cathedral tower,awe,1,1-4
en,cathedral towers,contentment,1,1-4
en,cathedral with domes,awe,1,1-4
en,cathedral with onion domes,sadness,1,1-4
en,catkins,contentment,1,1-4
en,cats,amusement,1,1-4
en,cats,fear,1,1-4
en,cattails,contentment,1,1-4
en,cattle,fear,1,1-4
en,cattle,sadness,1,1-4
en,cavalry charge,excitement,1,1-4
en,cave entrance,contentment,1,1-4
en,cave entrance,fear,1,1-4
en,cave entrance,sadness,1,1-4
en,cave interior,awe,1,1-4
en,cave interior,disgust,1,1-4
en,cave interior,excitement,1,1-4
en,cave interior,fear,1,1-4
en,cave opening,awe,1,1-4
en,cave opening,excitement,1,1-4
en,cave opening,fear,1,1-4
en,cavern,sadness,1,1-4
en,cavern walls,sadness,1,1-4
en,cavernous interior,sadness,1,1-4
en,cavernous opening,awe,1,1-4
en,caves,contentment,1,1-4
en,caves,sadness,1,1-4
en,ceiling fixture,amusement,1,1-4
en,ceiling lights,excitement,1,1-4
en,ceiling medallion,awe,1,1-4
en,ceiling mural,awe,1,1-4
en,ceiling painting,awe,1,1-4
en,ceiling panel design,sadness,1,1-4
en,ceiling rosette,awe,1,1-4
en,celebration,excitement,1,1-4
en,celery,contentment,1,1-4
en,celestial assembly,awe,1,1-4
en,celestial background,awe,1,1-4
en,celestial being,awe,1,1-4
en,celestial being,excitement,1,1-4
en,celestial being,fear,1,1-4
en,celestial beings,awe,1,1-4
en,celestial beings,fear,1,1-4
en,celestial court,awe,1,1-4
en,celestial court,contentment,1,1-4
en,celestial figures,fear,1,1-4
en,celestial globe,awe,1,1-4
en,celestial landscape,awe,1,1-4
en,celestial palace,awe,1,1-4
en,celestial palaces,awe,1,1-4
en,celestial realm,contentment,1,1-4
en,celestial realm,excitement,1,1-4
en,celestial scarf,excitement,1,1-4
en,celestial scarf,fear,1,1-4
en,celestial scene,amusement,1,1-4
en,celestial scene,contentment,1,1-4
en,celestial scene,excitement,1,1-4
en,celestial scene,sadness,1,1-4
en,celestial setting,contentment,1,1-4
en,celestial setting,sadness,1,1-4
en,celestial sky,contentment,1,1-4
en,celestial sky,disgust,1,1-4
en,celestial space,excitement,1,1-4
en,celestial sphere,awe,1,1-4
en,celestial terrace,excitement,1,1-4
en,cell,sadness,1,1-4
en,celtic knotwork,contentment,1,1-4
en,cemetery,amusement,1,1-4
en,cemetery,fear,1,1-4
en,cemetery crosses,sadness,1,1-4
en,cemetery or burial site,sadness,1,1-4
en,censer,awe,1,1-4
en,centaur,amusement,1,1-4
en,centaur,fear,1,1-4
en,centaurs,fear,1,1-4
en,centaurs,something else,1,1-4
en,centered bridge,contentment,1,1-4
en,centered composition,disgust,1,1-4
en,centered figure composition,contentment,1,1-4
en,centered subject,awe,1,1-4
en,centered subject,fear,1,1-4
en,centered subject,sadness,1,1-4
en,centered subject,something else,1,1-4
en,centered text,amusement,1,1-4
en,central action focus,excitement,1,1-4
en,central asian architecture,contentment,1,1-4
en,central composition,disgust,1,1-4
en,central composition,excitement,1,1-4
en,central composition,something else,1,1-4
en,central cross,awe,1,1-4
en,central cross motif,contentment,1,1-4
en,central deity,contentment,1,1-4
en,central deity figure,fear,1,1-4
en,central disc,contentment,1,1-4
en,central female figure,awe,1,1-4
en,central figure,awe,1,1-4
en,central figure composition,contentment,1,1-4
en,central figure composition,fear,1,1-4
en,central figure in dark robe,fear,1,1-4
en,central figure in pink robe,awe,1,1-4
en,central figure in pink robe,excitement,1,1-4
en,central figure in red robe,sadness,1,1-4
en,central figure in robes,anger,1,1-4
en,central figure in white,awe,1,1-4
en,central figure placement,amusement,1,1-4
en,central figure placement,awe,1,1-4
en,central figure placement,contentment,1,1-4
en,central focal point,excitement,1,1-4
en,central focus,awe,1,1-4
en,central focus,fear,1,1-4
en,central focus,sadness,1,1-4
en,central focus on figures,amusement,1,1-4
en,central focus on glowing figure,awe,1,1-4
en,central focus on the cradle,awe,1,1-4
en,central focus on the infant,excitement,1,1-4
en,central male figure,awe,1,1-4
en,central monogram motif,fear,1,1-4
en,central multi-armed deity,fear,1,1-4
en,central perspective,excitement,1,1-4
en,central perspective,sadness,1,1-4
en,central placement,fear,1,1-4
en,central placement,something else,1,1-4
en,central portrait,excitement,1,1-4
en,central rectangular painting,awe,1,1-4
en,central seated figure,excitement,1,1-4
en,central shield motif,contentment,1,1-4
en,central square frame,amusement,1,1-4
en,central standing figure,awe,1,1-4
en,central standing figure in white robe,awe,1,1-4
en,central standing figure in white robes,awe,1,1-4
en,central standing woman,awe,1,1-4
en,central tree,fear,1,1-4
en,central vertical axis,awe,1,1-4
en,central vertical axis,contentment,1,1-4
en,central vertical axis,sadness,1,1-4
en,central vertical column,something else,1,1-4
en,central vertical composition,amusement,1,1-4
en,central vertical composition,awe,1,1-4
en,central vertical composition,fear,1,1-4
en,central vertical element,contentment,1,1-4
en,central vertical light source,awe,1,1-4
en,centralized figure,awe,1,1-4
en,ceramic bowl,disgust,1,1-4
en,ceramic bowl,excitement,1,1-4
en,ceramic bowl,sadness,1,1-4
en,ceramic cup,contentment,1,1-4
en,ceramic decoration,contentment,1,1-4
en,ceramic dish,contentment,1,1-4
en,ceramic jar,awe,1,1-4
en,ceramic jar with lid,contentment,1,1-4
en,ceramic jug,awe,1,1-4
en,ceramic jug,excitement,1,1-4
en,ceramic jugs,contentment,1,1-4
en,ceramic plate with blue pattern,amusement,1,1-4
en,ceramic plates,amusement,1,1-4
en,ceramic pot,awe,1,1-4
en,ceramic pot,disgust,1,1-4
en,ceramic pots,contentment,1,1-4
en,ceramic stools,contentment,1,1-4
en,ceramic vessel,contentment,1,1-4
en,ceramic vessels,amusement,1,1-4
en,ceramic vessels,contentment,1,1-4
en,ceremonial banners,amusement,1,1-4
en,ceremonial banners,awe,1,1-4
en,ceremonial fan,contentment,1,1-4
en,ceremonial fan,excitement,1,1-4
en,ceremonial gathering,contentment,1,1-4
en,ceremonial procession,awe,1,1-4
en,ceremonial robe,something else,1,1-4
en,ceremonial robes,awe,1,1-4
en,ceremonial robes,fear,1,1-4
en,ceremonial scene,amusement,1,1-4
en,ceremonial scene,fear,1,1-4
en,ceremonial setting,fear,1,1-4
en,cerulean,amusement,1,1-4
en,cerulean,contentment,1,1-4
en,cervical spine,awe,1,1-4
en,chain,amusement,1,1-4
en,chain,contentment,1,1-4
en,chain leash,amusement,1,1-4
en,chain links,fear,1,1-4
en,chained man,sadness,1,1-4
en,chainmail armor,awe,1,1-4
en,chainmail armor,excitement,1,1-4
en,chainmail armor,sadness,1,1-4
en,chainmail sleeve,fear,1,1-4
en,chair armrest,awe,1,1-4
en,chair armrest,contentment,1,1-4
en,chair back,contentment,1,1-4
en,chair back,fear,1,1-4
en,chair back,something else,1,1-4
en,chair leg,awe,1,1-4
en,chair leg,disgust,1,1-4
en,chairs,something else,1,1-4
en,chaise longue,awe,1,1-4
en,chaise longue,contentment,1,1-4
en,chaise longue,sadness,1,1-4
en,chalice,amusement,1,1-4
en,chalice,contentment,1,1-4
en,chalice,sadness,1,1-4
en,chalk,sadness,1,1-4
en,chalk cliffs,contentment,1,1-4
en,chalk drawing,fear,1,1-4
en,chalk highlights,sadness,1,1-4
en,chamber,sadness,1,1-4
en,champagne bottle,excitement,1,1-4
en,chandelier,amusement,1,1-4
en,chandeliers,amusement,1,1-4
en,chaotic scene,fear,1,1-4
en,chapel,awe,1,1-4
en,chapel,sadness,1,1-4
en,chapel interior,awe,1,1-4
en,chapel niche,awe,1,1-4
en,charcoal,amusement,1,1-4
en,charcoal black,something else,1,1-4
en,charcoal black outlines,contentment,1,1-4
en,charcoal blacks,amusement,1,1-4
en,charcoal drawing,disgust,1,1-4
en,charcoal drawing,excitement,1,1-4
en,charcoal grey,amusement,1,1-4
en,charcoal ink,awe,1,1-4
en,charcoal ink,fear,1,1-4
en,charcoal on paper,sadness,1,1-4
en,charcoal sketch,contentment,1,1-4
en,charcoal sketch,fear,1,1-4
en,charcoal sketch,sadness,1,1-4
en,charcoal sketching,sadness,1,1-4
en,charcoal tones,fear,1,1-4
en,chariot,contentment,1,1-4
en,chariot wheel,awe,1,1-4
en,charioteer,awe,1,1-4
en,chariots,awe,1,1-4
en,chartreuse green,contentment,1,1-4
en,chauri,awe,1,1-4
en,checkerboard,contentment,1,1-4
en,checkerboard floor,fear,1,1-4
en,checkerboard motifs,something else,1,1-4
en,checkerboard pattern,amusement,1,1-4
en,checkerboard pattern,disgust,1,1-4
en,checkerboard pattern,sadness,1,1-4
en,checkerboard patterns,excitement,1,1-4
en,checkered black and white floor,awe,1,1-4
en,checkered cloth,contentment,1,1-4
en,checkered fabric,fear,1,1-4
en,checkered floor,amusement,1,1-4
en,checkered floor,sadness,1,1-4
en,checkered floor pattern,awe,1,1-4
en,checkered path,awe,1,1-4
en,checkered pattern,sadness,1,1-4
en,checkered patterns,disgust,1,1-4
en,checkered patterns,excitement,1,1-4
en,checkered patterns,fear,1,1-4
en,checkered shoes,fear,1,1-4
en,checkered skirt,contentment,1,1-4
en,checkered skirt pattern,contentment,1,1-4
en,checkered tablecloth,amusement,1,1-4
en,cheetah,amusement,1,1-4
en,chemise,contentment,1,1-4
en,cherries,amusement,1,1-4
en,cherry blossom motif,amusement,1,1-4
en,cherry blossom motif,awe,1,1-4
en,cherry blossom pattern,awe,1,1-4
en,cherry blossom trees,awe,1,1-4
en,cherry blossoms,excitement,1,1-4
en,cherry branches,contentment,1,1-4
en,cherry tree branch,contentment,1,1-4
en,cherub,amusement,1,1-4
en,cherub heads in clouds,awe,1,1-4
en,cherub statue,awe,1,1-4
en,cherub-like figures,sadness,1,1-4
en,cherubim,excitement,1,1-4
en,cherubim border,sadness,1,1-4
en,cherubim in clouds,awe,1,1-4
en,cherubs,amusement,1,1-4
en,cherubs,excitement,1,1-4
en,cherubs,sadness,1,1-4
en,cherubs,something else,1,1-4
en,cherubs in clouds,awe,1,1-4
en,chest,amusement,1,1-4
en,chest,contentment,1,1-4
en,chest,fear,1,1-4
en,chestnut brown,contentment,1,1-4
en,chestnut trees,contentment,1,1-4
en,chevron,something else,1,1-4
en,chevron pattern,amusement,1,1-4
en,chevron pattern,something else,1,1-4
en,chhatra,awe,1,1-4
en,chiaroscuro,anger,1,1-4
en,chiaroscuro drapery folds,something else,1,1-4
en,chiaroscuro effect,amusement,1,1-4
en,chiaroscuro effect,fear,1,1-4
en,chiaroscuro effect,sadness,1,1-4
en,chiaroscuro effect from shop windows,excitement,1,1-4
en,chiaroscuro effect through lines,sadness,1,1-4
en,chiaroscuro elements,fear,1,1-4
en,chiaroscuro elements in the foreground trees,sadness,1,1-4
en,chiaroscuro foreground,contentment,1,1-4
en,chiaroscuro lighting on the dress,amusement,1,1-4
en,chiaroscuro lighting on the lantern,awe,1,1-4
en,chiaroscuro lighting on the vase,awe,1,1-4
en,chiaroscuro lighting with dappled shadows,contentment,1,1-4
en,chiaroscuro lighting with dappled sunlight,contentment,1,1-4
en,chiaroscuro modeling,awe,1,1-4
en,chiaroscuro modeling,fear,1,1-4
en,chiaroscuro shading,awe,1,1-4
en,chiaroscuro shading,fear,1,1-4
en,chiascuro,awe,1,1-4
en,chiascuro,contentment,1,1-4
en,chiascuro,sadness,1,1-4
en,chick,amusement,1,1-4
en,chicken,amusement,1,1-4
en,chicken,something else,1,1-4
en,chicken feet,contentment,1,1-4
en,chickens,awe,1,1-4
en,chickens,sadness,1,1-4
en,chicks,awe,1,1-4
en,chicks,contentment,1,1-4
en,child,excitement,1,1-4
en,child figure,awe,1,1-4
en,child holding tray,awe,1,1-4
en,child in blue clothing,contentment,1,1-4
en,child in hat,contentment,1,1-4
en,child in red,contentment,1,1-4
en,child in red tunic,awe,1,1-4
en,child in white dress,awe,1,1-4
en,child in yellow shirt,sadness,1,1-4
en,child lying on stomach,contentment,1,1-4
en,child running,contentment,1,1-4
en,child seated on floor,disgust,1,1-4
en,child standing,sadness,1,1-4
en,child with yellow hat,contentment,1,1-4
en,children,fear,1,1-4
en,children,sadness,1,1-4
en,children playing,contentment,1,1-4
en,children playing with a goat,contentment,1,1-4
en,chima,contentment,1,1-4
en,chimera,awe,1,1-4
en,chimney,amusement,1,1-4
en,chimney,awe,1,1-4
en,chimney sweep ladder,excitement,1,1-4
en,chimney with smoke,sadness,1,1-4
en,chimneys,amusement,1,1-4
en,chimneys,something else,1,1-4
en,chin,amusement,1,1-4
en,chinese artist seals,contentment,1,1-4
en,chinese calligraphy character,contentment,1,1-4
en,chinese calligraphy characters in seals,awe,1,1-4
en,chinese calligraphy inscription,awe,1,1-4
en,chinese calligraphy inscription,fear,1,1-4
en,chinese calligraphy inscriptions,awe,1,1-4
en,chinese calligraphy label,contentment,1,1-4
en,chinese calligraphy on mounting strip,fear,1,1-4
en,chinese calligraphy seal,sadness,1,1-4
en,chinese calligraphy seals,amusement,1,1-4
en,chinese calligraphy seals,excitement,1,1-4
en,chinese calligraphy seals,sadness,1,1-4
en,chinese characters,excitement,1,1-4
en,chinese characters,something else,1,1-4
en,chinese ink wash painting,contentment,1,1-4
en,chinese landscape painting motifs,contentment,1,1-4
en,chinese seal script,awe,1,1-4
en,chinese seal script,contentment,1,1-4
en,chinese seal script,disgust,1,1-4
en,chinese seal script,excitement,1,1-4
en,chinese seal script,sadness,1,1-4
en,chinese seal script characters,awe,1,1-4
en,chinoiserie motifs,contentment,1,1-4
en,choker,amusement,1,1-4
en,choker necklace,amusement,1,1-4
en,chonmage hairstyle,amusement,1,1-4
en,chopsticks,contentment,1,1-4
en,chopsticks,excitement,1,1-4
en,christ in a mandorla,awe,1,1-4
en,christian cross,awe,1,1-4
en,christian cross,excitement,1,1-4
en,christmas tree,awe,1,1-4
en,chrysanthemum,awe,1,1-4
en,chrysanthemum,sadness,1,1-4
en,chrysanthemum,something else,1,1-4
en,chrysanthemum crest,awe,1,1-4
en,chrysanthemum crest,sadness,1,1-4
en,chrysanthemum flowers,contentment,1,1-4
en,chrysanthemum motif,awe,1,1-4
en,chrysanthemum motif,fear,1,1-4
en,chrysanthemum pattern,anger,1,1-4
en,chrysanthemums,excitement,1,1-4
en,chrysanthemums,fear,1,1-4
en,chrysanthemums,sadness,1,1-4
en,church,sadness,1,1-4
en,church,something else,1,1-4
en,church altar setting,awe,1,1-4
en,church architecture,contentment,1,1-4
en,church bell,contentment,1,1-4
en,church building,sadness,1,1-4
en,church courtyard,awe,1,1-4
en,church dome,amusement,1,1-4
en,church dome,sadness,1,1-4
en,church dome interior,awe,1,1-4
en,church domes,contentment,1,1-4
en,church domes in background,excitement,1,1-4
en,church entrance,awe,1,1-4
en,church exterior,awe,1,1-4
en,church exterior,excitement,1,1-4
